"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-06",,,"0.00",,,,"30","9",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-07",,,"0.42",,,,"42","16",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-08",,,"0.39",,,,"44","34",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-09",,,"0.00",,,,"45","28",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-10",,,"0.00",,,,"53","25",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-11",,,"0.00",,,,"55","24",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-12",,,"0.00",,,,"63","39",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-13",,,"0.27",,,,"40","26",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-14",,,"0.01",,,,"26","3",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-15",,,"0.00",,,,"28","-2",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-16",,,"0.00",,,,"48","5",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-17",,,"0.04",,,,"63","47",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-18",,,"0.65",,,,"63","26",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-19",,,"0.00",,,,"41","19",,,,,,,,,,"    1",,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-20",,,"0.00",,,,"35","16",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-21",,,"0.00",,,,"58","30",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-22",,,"0.53",,,,"58","26",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-23",,,"0.00",,,,"71","34",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-24",,,"0.00",,,,"34","23",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-25",,,"0.84",,,,"36","19",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-26",,,"0.00",,,,"33","6",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-27",,,"0.00",,,,"43","8",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-02-28",,,"0.00",,,,"31","9",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-01",,,"0.08",,,,"40","7",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-02",,,"0.02",,,,"45","28",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-03",,,"0.17",,,,"42","22",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-04",,,"0.00",,,,"37","11",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-05",,,"0.00",,,,"44","14",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-06",,,"0.01",,,,"67","38",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-07",,,"0.06",,,,"66","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-08",,,"0.00",,,,"52","26",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-09",,,"0.27",,,,"42","27",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-10",,,"0.00",,,,"53","22",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-11",,,"0.00",,,,"57","24",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-12",,,"0.51",,,,"47","25",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-13",,,"0.00",,,,"38","22",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-14",,,"0.00",,,,"55","29",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-15",,,"0.02",,,,"65","43",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-16",,,"0.00",,,,"60","33",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-17",,,"0.07",,,,"59","34",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-18",,,"0.00",,,,"77","48",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-19",,,"0.19",,,,"54","47",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-20",,,"0.00",,,,"66","47",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-21",,,"0.00",,,,"61","41",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-22",,,"0.00",,,,"54","36",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-23",,,"0.00",,,,"51","23",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-24",,,"0.65",,,,"46","38",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-25",,,"0.32",,,,"63","40",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-26",,,"0.08",,,,"59","42",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-27",,,"0.00",,,,"53","31",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-28",,,"0.00",,,,"37","22",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-29",,,"0.00",,,,"41","20",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-30",,,"0.00",,,,"52","28",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-03-31",,,"0.32",,,,"67","41",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-01",,,"0.38",,,,"61","40",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-02",,,"0.00",,,,"56","31",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-03",,,"0.02",,,,"56","27",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-04",,,"0.00",,,,"59","39",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-05",,,"0.00",,,,"64","30",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-06",,,"0.17",,,,"48","37",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-07",,,"0.03",,,,"57","33",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-08",,,"0.28",,,,"66","39",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-09",,,"0.04",,,,"62","36",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-10",,,"0.00",,,,"59","32",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-11",,,"0.00",,,,"65","39",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-12",,,"0.05",,,,"72","46",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-13",,,"0.00",,,,"75","36",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-14",,,"0.14",,,,"55","48",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-15",,,"0.00",,,,"70","41",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-16",,,"0.35",,,,"73","45",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-17",,,"0.01",,,,"51","37",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-18",,,"0.00",,,,"60","27",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-19",,,"1.11",,,,"60","43",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-20",,,"0.00",,,,"59","36",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-21",,,"0.00",,,,"63","29",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-22",,,"0.00",,,,"68","42",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-23",,,"0.00",,,,"68","34",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-24",,,"0.00",,,,"54","45",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-25",,,"0.00",,,,"64","38",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-26",,,"0.18",,,,"58","46",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-27",,,"0.03",,,,"60","44",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-28",,,"0.00",,,,"55","40",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-29",,,"0.00",,,,"59","34",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-04-30",,,"0.00",,,,"62","30",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-01",,,"0.00",,,,"72","31",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-02",,,"0.25",,,,"60","36",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-03",,,"0.16",,,,"61","48",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-04",,,"0.15",,,,"57","49",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-05",,,"0.00",,,,"73","40",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-06",,,"0.00",,,,"67","46",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-07",,,"0.00",,,,"53","47",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-08",,,"0.00",,,,"55","42",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-09",,,"0.00",,,,"59","41",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-10",,,"0.00",,,,"60","44",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-11",,,"0.00",,,,"64","46",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-12",,,"0.00",,,,"74","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-13",,,"0.00",,,,"85","59",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-14",,,"0.00",,,,"87","66",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-15",,,"0.01",,,,"80","64",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-16",,,"0.13",,,,"85","59",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-17",,,"0.00",,,,"76","57",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-18",,,"0.00",,,,"75","50",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-19",,,"0.01",,,,"58","49",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-20",,,"0.06",,,,"78","41",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-21",,,"0.02",,,,"89","61",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-22",,,"0.00",,,,"95","61",,,,,"    1","    1",,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-23",,,"0.00",,,,"75","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-24",,,"0.00",,,,"67","44",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-25",,,"0.00",,,,"74","42",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-26",,,"0.00",,,,"73","45",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-27",,,"0.00",,,,"82","59",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-28",,,"0.39",,,,"77","62",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-29",,,"0.00",,,,"80","50",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-30",,,"0.00",,,,"89","50",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-05-31",,,"0.34",,,,"86","56",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-01",,,"0.04",,,,"66","57",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-02",,,"0.01",,,,"72","56",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-03",,,"0.17",,,,"69","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-04",,,"0.00",,,,"78","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-05",,,"0.00",,,,"77","42",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-06",,,"0.00",,,,"83","44",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-07",,,"0.02",,,,"82","49",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-08",,,"0.39",,,,"82","59",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-09",,,"0.90",,,,"84","58",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-10",,,"0.00",,,,"79","50",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-11",,,"0.00",,,,"82","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-12",,,"0.00",,,,"80","50",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-13",,,"0.17",,,,"86","56",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-14",,,"0.00",,,,"83","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-15",,,"0.00",,,,"77","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-16",,,"0.00",,,,"75","48",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-17",,,"0.18",,,,"85","68",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-18",,,"0.00",,,,"71","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-19",,,"0.29",,,,"64","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-20",,,"0.00",,,,"80","42",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-21",,,"0.00",,,,"81","44",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-22",,,"0.00",,,,"77","54",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-23",,,"0.00",,,,"80","53",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-24",,,"0.00",,,,"84","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-25",,,"0.00",,,,"90","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-26",,,"0.00",,,,"93","59",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-27",,,"0.78",,,,"77","62",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-28",,,"0.00",,,,"82","51",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-29",,,"0.00",,,,"85","54",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-06-30",,,"0.00",,,,"83","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-01",,,"0.00",,,,"93","59",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-02",,,"0.30",,,,"88","66",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-03",,,"0.00",,,,"85","57",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-04",,,"0.00",,,,"85","51",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-05",,,"0.13",,,,"76","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-06",,,"0.00",,,,"85","60",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-07",,,"0.00",,,,"83","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-08",,,"0.00",,,,"87","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-09",,,"0.00",,,,"82","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-10",,,"0.00",,,,"83","49",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-11",,,"0.00",,,,"87","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-12",,,"0.01",,,,"88","64",,,,,,"    1",,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-13",,,"0.00",,,,"90","64",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-14",,,"0.24",,,,"88","64",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-15",,,"0.00",,,,"87","56",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-16",,,"0.00",,,,"85","57",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-17",,,"0.00",,,,"91","61",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-18",,,"0.29",,,,"82","64",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-19",,,"0.00",,,,"93","75",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-20",,,"0.00",,,,"97","64",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-21",,,"0.00",,,,"93","72",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-22",,,"0.00",,,,"95","66",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-23",,,"0.00",,,,"97","67",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-24",,,"0.00",,,,"100","67",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-25",,,"0.00",,,,"90","77",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-26",,,"0.00",,,,"84","57",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-27",,,"0.00",,,,"88","53",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-28",,,"0.05",,,,"89","59",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-29",,,"0.00",,,,"93","69",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-30",,,"0.01",,,,"89","61",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-07-31",,,"0.00",,,,"89","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-01",,,"0.05",,,,"85","65",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-02",,,"0.00",,,,"94","65",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-03",,,"0.00",,,,"93","65",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-04",,,"0.00",,,,"98","61",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-05",,,"0.00",,,,"98","69",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-06",,,"0.00",,,,"98","68",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-07",,,"0.03",,,,"98","77",,,,,,"    1",,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-08",,,"0.00",,,,"98","78",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-09",,,"0.16",,,,"99","68",,,,"    1",,"    1",,,,"    1",,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-10",,,"0.01",,,,"80","67",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-11",,,"0.01",,,,"82","62",,,,,"    1",,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-12",,,"0.00",,,,"86","60",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-13",,,"0.00",,,,"79","53",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-14",,,"0.00",,,,"86","47",,,,,"    1",,,,,"    1",,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-15",,,"0.00",,,,"86","50",,,,,"    1",,,,,"    1",,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-16",,,"0.00",,,,"81","49",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-17",,,"0.03",,,,"80","64",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-18",,,"0.00",,,,"86","65",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-19",,,"0.00",,,,"93","57",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-20",,,"0.00",,,,"94","60",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-21",,,"0.00",,,,"88","58",,,,,"    1",,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-22",,,"0.91",,,,"75","58",,,,"    1",,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-23",,,"0.03",,,,"79","63",,,,"    1",,"    1",,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-24",,,"0.00",,,,"89","59",,,,,"    1",,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-25",,,"0.00",,,,"92","61",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-26",,,"0.66",,,,"91","64",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-27",,,"0.00",,,,"81","63",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-28",,,"0.00",,,,"84","63",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-29",,,"0.00",,,,"90","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-30",,,"0.00",,,,"91","71",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-08-31",,,"0.42",,,,"86","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-09-01",,,"0.00",,,,"81","52",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-09-02",,,"0.00",,,,"76","44",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-09-03",,,"0.00",,,,"82","46",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-09-04",,,"0.00",,,,"88","55",,,,,,,,,,,,
"USW00054704","NORWOOD MEMORIAL AIRPORT, MA US","2022-09-05",,,"0.84",,,,"79","64",,,,,,,,,,,,
